"","car","price"
"504","Skoda Yeti, 1 поколение [рестайлинг]",979200
"505","Skoda Yeti, 1 поколение [рестайлинг]",1390600
"506","Toyota RAV4, 4 поколение [рестайлинг]",1970000
"507","Lexus ES 200, 6 поколение [рестайлинг]",2078000
"508","Kia Sportage, 4 поколение",1394000
"509","Toyota RAV4, 4 поколение [рестайлинг]",2050000
"510","BMW X1, F48",2144350
"511","Hyundai Creta, 1 поколение",995000
"512","Toyota RAV4, 4 поколение [рестайлинг]",1871000
"513","BMW 3 серия 320, F30/F31/F34 [рестайлинг]",1999000
"514","Kia Sportage, 4 поколение",1394000
"515","Hyundai Tucson, 3 поколение",1729000
"516","RAM 1500, 1 поколение [рестайлинг]",3163000
"517","Hyundai Creta, 1 поколение",1105000
"518","BMW X1 20, F48",1948800
"519","Volkswagen Passat, B8",1780086
"520","Skoda Yeti, 1 поколение [рестайлинг]",1399000
"521","BMW X1 18, F48",1880000
"522","Kia Sorento, 2 поколение [рестайлинг]",1778403
"523","Toyota Sienna, 3 поколение [рестайлинг]",3762000
"524","BMW 5 серия 520",2660600
"525","BMW 5 серия 520",2660600
"526","BMW 5 серия, G30",2491400
"527","BMW 5 серия 520",2660600
"528","BMW 5 серия, G30",2491400
"529","BMW 5 серия, G30",2491400
"530","Audi Q3, 8U [рестайлинг]",2294000
"531","Audi Q5, 2 поколение",3066634
"532","Audi Q5, 2 поколение",3050097
"533","Audi Q5, 2 поколение",3150328
"534","Audi Q3, 8U [рестайлинг]",2350000
"535","Audi Q3, 8U [рестайлинг]",2600000
"536","Audi Q3, 8U [рестайлинг]",2300000
"537","Audi Q3, 8U [рестайлинг]",2300000
"538","Audi Q3, 8U [рестайлинг]",2350000
"539","Audi Q3, 8U [рестайлинг]",2300000
"540","Audi A4, B9",2600000
"541","Audi Q3, 8U [рестайлинг]",2294000
"542","BMW 5 серия 520",2632400
"543","BMW X4 30, F26",3280140
"544","Audi Q5, 2 поколение",3400000
"545","Audi Q5, 2 поколение",3250000
"546","Audi Q5, 2 поколение",3350000
"547","Audi Q5, 2 поколение",3350000
"548","Audi Q5, 2 поколение",2894462
"549","Audi Q5, 2 поколение",3250000
"550","Audi Q5, 2 поколение",3400000
"551","Audi Q5, 2 поколение",3350000
"552","Audi Q5, 2 поколение",3250000
"553","Audi Q5, 2 поколение",3250000
"554","Audi Q5, 2 поколение",3400000
"555","Audi Q5, 2 поколение",3046247
"556","Audi Q5, 2 поколение",3076357
"557","Audi Q5, 2 поколение",2870811
"558","Audi Q5, 2 поколение",3034361
"559","Audi Q5, 2 поколение",3153115
"560","Audi Q5, 2 поколение",2995871
"561","Audi Q5, 2 поколение",3172732
"562","Audi Q5, 2 поколение",2915508
"563","Audi Q5, 2 поколение",3064463
"564","Audi Q3, 8U [рестайлинг]",2400000
"565","Audi Q3, 8U [рестайлинг]",2400000
"566","Audi Q3, 8U [рестайлинг]",2300000
"567","Audi Q3, 8U [рестайлинг]",2300000
"568","Audi A4, B9",2400000
"569","Audi A4, B9",2600000
"570","Audi A4, B9",2600000
"571","Audi A4, B9",2600000
"572","Audi A4, B9",2600000
"573","Audi A4, B9",2600000
"574","Audi A4, B9",2600000
"575","Audi A4, B9",2600000
"576","Audi A4, B9",2600000
"577","Audi A4, B9",2395000
"578","Audi Q5, 2 поколение",2985530
"579","Audi Q5, 2 поколение",2972258
"580","Audi Q3, 8U [рестайлинг]",2294000
"581","Audi Q5, 2 поколение",3300000
"582","Audi Q5, 2 поколение",3300000
"583","Audi Q5, 2 поколение",2835426
"584","Audi Q5, 2 поколение",3300000
"585","Audi Q5, 2 поколение",3350000
"586","Audi Q5, 2 поколение",3250000
"587","Audi Q5, 2 поколение",3400000
"588","Audi Q5, 2 поколение",3350000
"589","Audi A4, B9",2395000
"590","Audi A4, B9",2395000
"591","Audi Q3, 8U [рестайлинг]",2294000
"592","BMW 5 серия 520",3130200
"593","BMW X4 30, F26",3195540
"594","BMW X4 20, F26",2899440
"595","BMW X4 30, F26",3195540
"596","Audi A5, 2 поколение",3174213
"597","Audi A5, 2 поколение",3196305
"598","Audi A5, 2 поколение",3350000
"599","Audi A5, 2 поколение",2800000
"600","Audi A5, 2 поколение",2800000
"601","Audi A5, 2 поколение",3035816
"602","Audi Q5, 2 поколение",3350000
"603","Audi A6, 4G/C7 [рестайлинг]",2480000
"604","Audi A6, 4G/C7 [рестайлинг]",2636560
"605","Audi A6, 4G/C7 [рестайлинг]",2863784
"606","Audi A6, 4G/C7 [рестайлинг]",2636559
"607","Audi Q3, 8U [рестайлинг]",2350000
"608","Audi Q5, 2 поколение",2972258
"609","Audi Q5, 2 поколение",2913563
"610","Audi Q3, 8U [рестайлинг]",2294000
"611","Audi Q3, 8U [рестайлинг]",2294000
"612","Audi Q3, 8U [рестайлинг]",2304268
"613","RAM 1500, 1 поколение [рестайлинг]",3162000
"614","Audi A5, 2 поколение",3400000
"615","Audi A5, 2 поколение",3e+06
"616","Audi A5, 2 поколение",3054308
"617","Audi A5, 2 поколение",3100000
"618","Audi A5, 2 поколение",3061273
"619","Audi A6, 4G/C7 [рестайлинг]",2845000
"620","Audi A6, 4G/C7 [рестайлинг]",2845000
"621","Audi A6, 4G/C7 [рестайлинг]",2480000
"622","Audi A6, 4G/C7 [рестайлинг]",2500388
"623","Audi A6, 4G/C7 [рестайлинг]",2845000
"624","Audi A6, 4G/C7 [рестайлинг]",2860824
"625","Audi A6, 4G/C7 [рестайлинг]",2640320
"626","Audi Q3, 8U [рестайлинг]",2400000
"627","Kia Rio, 4 поколение",755516
"628","BMW X3, G01",3410212
"629","Audi Q5, 2 поколение",3300000
"630","Audi A6, 4G/C7 [рестайлинг]",2305000
"631","Audi A6, 4G/C7 [рестайлинг]",2845000
"632","Audi A6, 4G/C7 [рестайлинг]",2845000
"633","Audi A6, 4G/C7 [рестайлинг]",2305000
"634","Audi A6, 4G/C7 [рестайлинг]",2470631
"635","Audi A6, 4G/C7 [рестайлинг]",2845000
"636","Audi A6, 4G/C7 [рестайлинг]",2845000
"637","Audi A4, B9",2600000
"638","Audi A6, 4G/C7 [рестайлинг]",2785000
"639","Audi A5, 2 поколение",2707949
"640","Audi Q5, 2 поколение",3350000
"641","Audi Q5, 2 поколение",3350000
"642","Audi Q5, 2 поколение",3081302
"643","Audi A6, 4G/C7 [рестайлинг]",2480000
"644","Audi A4, B9",2600000
"645","Audi Q5, 2 поколение",2875830
"646","Audi Q5, 2 поколение",2856025
"647","Audi Q5, 2 поколение",3012064
"648","Audi A6, 4G/C7 [рестайлинг]",2305000
"649","Audi A6, 4G/C7 [рестайлинг]",2305000
"650","BMW 5 серия 520",2660600
"651","BMW 5 серия 520",3130200
"652","BMW X4 28, F26",2992500
"653","BMW X4 20, F26",2527200
"654","Audi A5, 2 поколение",3200000
"655","Audi A5, 2 поколение",2950000
"656","Audi Q5, 2 поколение",2856025
"657","Audi A6, 4G/C7 [рестайлинг]",2785000
"658","Audi A4, B9",2370000
"659","BMW 5 серия 520",2895600
"660","BMW X4 20, F26",2899440
"661","Audi Q5, 2 поколение",3300000
"662","Audi Q5, 2 поколение",3149292
"663","Audi A4, B9",2400000
"664","Audi Q5, 2 поколение",2767461
"665","Audi TT, 8S",2625000
"666","Audi A4, B9",2370000
"667","Audi A4, B9",2370000
"668","Audi A4, B9",2370000
"669","BMW 3 серия Gran Turismo, F30/F31/F34 [рестайлинг]",2397581
"670","Audi A5, 2 поколение",2800000
"671","Audi Q3, 8U [рестайлинг]",2400000
"672","Audi Q3, 8U [рестайлинг]",2353764
"673","Audi A4, B9",2370000
"674","BMW X4 20, F26",2899440
"675","Audi A5, 2 поколение",2970193
"676","Audi Q5, 2 поколение",3250000
"677","Audi Q5, 2 поколение",3048943
"678","Audi Q5, 2 поколение",2730939
"679","Audi Q5, 2 поколение",2767461
"680","Audi Q3, 8U [рестайлинг]",2363663
"681","BMW X4 20, F26",2814840
"682","Audi A6, 4G/C7 [рестайлинг]",2480000
"683","Audi Q5, 2 поколение",2630000
"684","Audi Q3, 8U [рестайлинг]",2294000
"685","Audi Q3, 8U [рестайлинг]",2294000
"686","BMW X4 20, F26",2899440
"687","Audi A5, 2 поколение",2800000
"688","Audi Q5, 2 поколение",3400000
"689","Audi A6, 4G/C7 [рестайлинг]",2785000
"690","Audi A6, 4G/C7 [рестайлинг]",2305000
"691","Audi Q5, 2 поколение",2630000
"692","Audi A6, 4G/C7 [рестайлинг]",2785000
"693","Audi TT, 8S",2625000
"694","BMW X4 20, F26",2899440
"695","Mercedes-Benz GLC-Класс 250, X253/C253",3214743
"696","Audi A5, 2 поколение",2303000
"697","Audi A6, 4G/C7 [рестайлинг]",2305000
"698","Mercedes-Benz GLC-Класс 250, X253/C253",3045448
"699","Mercedes-Benz GLC-Класс 250, X253/C253",3407794
"700","Audi Q3, 8U [рестайлинг]",2294000
"701","Audi A4, B9",2370000
"702","Mercedes-Benz GLC-Класс 250, X253/C253",3198153
"703","Audi Q5, 2 поколение",2934425
"704","Mercedes-Benz C-Класс 180, W205/S205/C205",2722098
"705","Mercedes-Benz C-Класс 180, W205/S205/C205",2651890
"706","Mercedes-Benz C-Класс 180, W205/S205/C205",2698437
"707","Mercedes-Benz C-Класс 180, W205/S205/C205",2624238
"708","Audi A5, 2 поколение",2821840
"709","Audi A6, 4G/C7 [рестайлинг]",2480000
"710","Mercedes-Benz E-Класс 200, W213/S213/C238/A238",3344592
"711","Audi A6, 4G/C7 [рестайлинг]",2480000
"712","Audi A5, 2 поколение",2865675
"713","Audi Q5, 2 поколение",2767461
"714","BMW 5 серия 520",2660600
"715","BMW X4 20, F26",2814840
"716","Mercedes-Benz GLC-Класс 250, X253/C253",3203992
"717","Mercedes-Benz E-Класс",3394648
"718","Mercedes-Benz E-Класс 200, W213/S213/C238/A238",3195213
"719","Mercedes-Benz E-Класс 200, W213/S213/C238/A238",3304340
"720","Audi A5, 2 поколение",2993909
"721","Audi A5, 2 поколение",3e+06
"722","BMW X4 30, F26",2961198
"723","Mercedes-Benz C-Класс 180, W205/S205/C205",2676524
"724","Audi A5, 2 поколение",3306859
"725","Audi A4, B9",2370000
"726","BMW X4 20, F26",3140000
"727","Audi Q5, 2 поколение",3400000
"728","Audi Q3, 8U [рестайлинг]",2600000
"729","Audi Q5, 2 поколение",2712017
"730","BMW 4 серия, F32/F33/F36 [рестайлинг]",2560000
"731","Mercedes-Benz E-Класс 200, W213/S213/C238/A238",3304340
"732","Audi A6, 4G/C7 [рестайлинг]",2480000
"733","Audi Q5, 2 поколение",3250000
"734","Audi Q3, 8U [рестайлинг]",2400000
"735","Audi Q5, 2 поколение",2902604
"736","Audi Q5, 2 поколение",3250000
"737","Audi Q5, 2 поколение",3242393
"738","Mercedes-Benz C-Класс 180, W205/S205/C205",2702732
"739","Mercedes-Benz GLC-Класс 250, X253/C253",3075856
"740","Mercedes-Benz E-Класс 200, W212/S212/C207/A207 [рестайлинг]",3250000
"741","Audi Q3, 8U [рестайлинг]",2342807
"742","Audi Q3, 8U [рестайлинг]",2294000
"743","BMW 4 серия",2507180
"744","BMW 5 серия, G30",2491400
"745","Mercedes-Benz E-Класс 200, W213/S213/C238/A238",3344592
"746","Audi Q5, 2 поколение",3250000
"747","Audi A4, B9",2600000
"748","Infiniti QX50, J50 [рестайлинг]",2375000
"749","BMW 5 серия, G30",2820000
"750","Infiniti QX50, J50 [рестайлинг]",2375000
"751","Infiniti QX50, J50 [рестайлинг]",2375000
"752","Audi Q5, 2 поколение",3378415
"753","Audi A4, B9",2370000
"754","BMW X4 30, F26",3195540
"755","Mercedes-Benz GLC-Класс 250, X253/C253",3358487
"756","BMW X4 30, F26",3269000
"757","BMW X4 20, F26",2830000
"758","Mercedes-Benz SLC-Класс 200, R172",3234550
"759","BMW 3 серия Gran Turismo, F30/F31/F34 [рестайлинг]",2580000
"760","BMW X4 20, F26",2899440
"761","Mercedes-Benz C-Класс 180, W205/S205/C205",2913912
"762","BMW X4 20, F26",2830000
"763","Mercedes-Benz C-Класс 180, W205/S205/C205",2642419
"764","BMW X3 20, F25 [рестайлинг]",2835600
"765","Mercedes-Benz E-Класс 200, W213/S213/C238/A238",2814864
"766","BMW X4 28, F26",2949000
"767","BMW X4 20, F26",2894850
"768","BMW X3 20, F25 [рестайлинг]",2650000
"769","Toyota Camry, XV50 [рестайлинг]",1580000
"770","BMW 5 серия 520, G30",2750000
"771","Kia Mohave, 1 поколение [рестайлинг]",2809900
"772","BMW 5 серия 520, G30",2776400
"773","BMW X1 18, F48",2600000
"774","BMW 4 серия",2771210
"775","УАЗ Patriot, 2 поколение [рестайлинг]",739100
"776","BMW 4 серия",2662250
"777","Infiniti QX50, J50 [рестайлинг]",2325000
"778","BMW 5 серия 520, G30",3020000
"779","BMW X4 20, F26",2997900
"780","Toyota Land Cruiser Prado, J150 [2-й рестайлинг]",3144000
"781","Porsche Macan, 1 поколение",3630684
"782","BMW X4 20, F26",2879000
"783","BMW 5 серия 520, G30",2890000
"784","Kia Sorento Prime, 3 поколение [рестайлинг]",2299900
"785","Lexus ES 200, 6 поколение [рестайлинг]",2078000
"786","Skoda Kodiaq, 1 поколение",2234800
"787","BMW X4 20, F26",2879000
"788","Infiniti QX50, J50 [рестайлинг]",2325000
"789","BMW X4 30, F26",3269000
"790","Nissan X-Trail, T32",1730000
"791","BMW 5 серия 520, G30",2750000
"792","BMW X3 20, F25 [рестайлинг]",2740000
"793","BMW X4 20, F26",3168000
"794","BMW 5 серия 520, G30",2750000
"795","BMW X3 20, F25 [рестайлинг]",2740000
"796","Kia Mohave, 1 поколение [рестайлинг]",2489900
"797","BMW X3 20, F25 [рестайлинг]",3074963
"798","BMW 5 серия 520, G30",2799000
"799","BMW 5 серия 520, F07/F10/F11 [рестайлинг]",2810000
"800","BMW 5 серия 520, G30",2750000
"801","BMW 5 серия 520, G30",2750000
"802","BMW X4 30, F26",3269000
"803","BMW X3 20, F25 [рестайлинг]",2740000
"804","Volkswagen Tiguan, 2 поколение",2003956
"805","BMW 5 серия 520, G30",2859000
"806","Kia Mohave, 1 поколение [рестайлинг]",2809900
"807","BMW 5 серия 520, G30",2799000
"808","BMW 5 серия 530, G30",3390000
"809","Hyundai Creta, 1 поколение",1330000
"810","BMW 5 серия 520, G30",2750000
"811","Volkswagen Tiguan, 2 поколение",1805073
"812","BMW 5 серия 530, G30",3239000
"813","BMW 5 серия 520, G30",2799000
"814","Nissan X-Trail, T32",1484000
"815","Mercedes-Benz GLC-Класс 220, X253/C253",3589000
"816","BMW 5 серия 520, G30",2750000
"817","BMW X4 20, F26",3104050
"818","BMW X4 20, F26",2830000
"819","BMW 4 серия",2997900
"820","BMW 5 серия 520, G30",2969000
"821","BMW 5 серия, G30",2750000
"822","BMW 5 серия 520, G30",2750000
"823","BMW 5 серия 520, G30",2750000
